title,brand_name,processor,memory,storage,display,product_price,special_price,emi_price,url
HP 15s-eq2171AU 15.6 inch FHD Display Ryzen 3 5300U 8GB Ram 512GB SSD Laptop,HP,"AMD Ryzen 3 5300U (up to 3.8 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)
","8 GB DDR4-3200 MHz RAM (2 x 4 GB)
","512 GB PCIe NVMe M.2 SSD
",,60700,Not available,63856,https://www.techlandbd.com/hp-15s-eq2171au-laptop
HP 15S-DU3611TU 15.6 INCH FULL HD I3 11TH GEN 4GB RAM 1 TB HDD LAPTOP,HP,"Intel® Core i3-1125G4 Processor
8M Cache, up to 3.70 GHz (4 core 8 thread)",4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1 TB HDD 5400 rpm SATA (Extra M.2 NVMe SSD Slot Available ),,60000,57000,59964,https://www.techlandbd.com/hp-15s-du3611tu-laptop
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,Asus,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB DDR4 3200MHz SDRAM (4GB Onboard) ,"512GB PCI-E G3 SSD (Extra HDD Slot Available)
",,78000,75000,78900,https://www.techlandbd.com/asus-vivobook-15-x515ea-core-i5-8gb-laptop
MSI Creator Z16 A11UET 16 inch QHD+ 120Hz Touch Display Core i7 11th Gen 16GB RAM 512GB SSD Gaming Laptop with RTX 3060 6GB Graphics ,MSI,"Intel Core i7-11800H Processor (24M Cache, up to 4.60 GHz) Core: 8 Thread: 16 ",16GB (8G*2) DDR4 3200MHz	,512 GB M.2 NVMe PCIe SSD ( Extra M.2 Slot Available ),,189900,187000,196724,https://www.techlandbd.com/msi-creator-z16-a11uet-gaming-laptop
HP 240 G8 14'' inch Display Core i3 10th Gen 4GB RAM 1TB HDD Laptop,HP,"Intel Core i3-1005G1 Processor (4M Cache,1.20 GHz up to 3.40 GHz)","4GB DDR4 3200 MHz RAM (Extra Ram Slot Available)
",1TB HDD (EXTRA M.2 PCIE NVME SSD SLOT AVAILABLE),,58000,Not available,61016,https://www.techlandbd.com/hp-240-g8-core-i3-10th-laptop
MSI SUMMIT E14 A11SCS 14-inch 4K Ultra HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,MSI,11th Gen. Intel® Core™ i7-1185G7 Processor,LPDDR4 16GB onboard,1TB NVMe PCIe Gen4x4 SSD,,148000,142500,149910,https://www.techlandbd.com/msi-summit-e14-a11scs-i7-laptop
MSI SUMMIT E14 A11SCST 14-inch Full HD Display Core i7 11 gen 16GB RAM 1TB SSD GTX1650 Ti Max-Q 4GB Graphics laptop,MSI,11th Gen. Intel Core i7-1185G7 Processor,LPDDR4 16GB( 3200MHz Upgrade up to 32 GB),1TB NVMe PCIe Gen4x4 SSD,,156500,Not available,164638,https://www.techlandbd.com/msi-summit-e14-a11scst-i7-laptop
Apple Macbook Air M2 13.6 inch Liquid Retina Display M2 chip 8GB RAM 512GB SSD Laptop (Space Gray),Apple,,8GB unified memory ,512GB SSD,,183000,Not available,192516,https://www.techlandbd.com/apple-macbook-air-m2-8gb-ram-512gb-laptop-space-gray
Walton Tamarind EX10 Pro 14-inch HD Display core i3 10 gen 8GB RAM 512GB SSD Laptop,Walton,"Intel Core i3-1005G1 10 Generation Processor 10nm, 1.20GHz, 4MB Smart Cache","8GB 2666MHz DDR4 RAM
Expandable memory up to 32GB",512GB SATAIII M.2 2280 SSD SATA interface,,47950,44500,46814,https://www.techlandbd.com/walton-tamarind-ex310-pro-i3-laptop
Asus TUF Gaming F15 FX506LHB 15.6 inch Full HD 144Hz Display Core i5 10th Gen 8GB RAM 512GB SSD ​Gaming Laptop With GTX 1650 4GB Graphics,Asus,"Intel Core i5-10300H Processor (8M Cache, 2.50 GHz up to 4.50 GHz)",8GB 3200 MHz DDR4 (Extra Ram Slot Available),"512GB NVMe PCIe SSD (Extra M.2 NVME PCIE SSD Slot Available)
",,91900,Not available,96679,https://www.techlandbd.com/asus-tuf-gaming-f15-fx506lhb-gaming-laptop
WALTON TAMARIND MX511G 14 INCH FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,Walton,"Intel Core i5-1135G7 processor (0.9GHz - 2.4GHz, up to 4.2GHz)
",Installed RAM : 1 x 8GB DDR4 3200MHz SODIMM RAM ,"512GB M.2 2280 SSD, PCIe Gen3x4 interface
",,79550,75550,79479,https://www.techlandbd.com/walton-tamarind-mx11-core-i5-laptop
LENOVO Idea Pad 5 PRO 14 INCH IPS DISPLAY RYZEN 5 5600U 16GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,Lenovo,"AMD Ryzen 5 5600U (6C / 12T, 2.3 / 4.2GHz, 3MB L2 / 16MB L3)
","16GB Soldered DDR4-3200
","512GB SSD M.2 2280 PCIe 3.0x4 NVMe
",,95000,92000,96784,https://www.techlandbd.com/lenovo-idea-pad-5-pro-ryzen-5-laptop
ACER EXTENSA 14 EX214-53-543W 14 INCH IPS FHD DISPLAY INTEL I5 12TH GEN 16GB RAM 512GB SSD LAPTOP (PURE SILVER),Acer,Intel Core i5-1240P (3.3GHz Up to 4.4GHz) ,RAM: 16GB,"512GB GEN-4 PCIe M.2 NVMe (EXTRA HDD SLOT AVAILABLE, MAX CAPACITY 2TB)
",,86500,79890,84044,https://www.techlandbd.com/acer-extensa-14-ex214-53-543w-laptop
DELL INSPIRON 15 3525 RYZEN 3 5425U 15.6 INCH FULL HD 120HZ DISPLAY 8GB RAM 256GB SSD LAPTOP WITH RADEON GRAPHICS,Dell,"AMD Ryzen 3 5425U 2.70 GHz Up to 4.10 Ghz
",8GB 3200MHz DDR4 (32GB Extra Slot),"256GB M.2 PCIe NVMe SSD
",,60000,59000,62068,https://www.techlandbd.com/dell-inspiron-15-3525-ryzen-3-laptop
Xiaomi RedmiBook Pro 14 inch 2.5k Super FHD Plus Display Ryzen 7 5700U 16GB RAM 512GB SSD Laptop,Xiaomi,Processor Type: Ryzen 7,"16GB DDR4 3200MHz RAM
","512GB M.2 NVME PCIe SSD
",,78800,Not available,82898,https://www.techlandbd.com/xiaomi-redmibook-pro-14-ryzen-7-laptop
MACHENIKE L15 15.6 INCH 144HZ FHD DISPLAY INTEL CORE I5 12 GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX3050TI 4GB GRAPHICS,Machenike,"i5-12450H 8 core, 12 Threads. Up to 4.4 GHz",16 GB DDR4 ,SSD,,119900,114900,120875,https://www.techlandbd.com/machenike-l15-gaming-laptop
THUNDEROBOT ZERO 16 INCH 165HZ 2.5K DISPLAY CORE I9 12TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,Thunderobot,"i9-12900H 14 Cores, 20 Threads",16 GB DDR5 ,SSD,,204000,199000,209348,https://www.techlandbd.com/thunderobot-zero-gaming-laptop
ASUS VIVOBOOK M1505YA-R5 7530U 15.6 INCH OLED FHD DISPLAY AMD RYZEN R5 7530U 8GB RAM 512GB SSD LAPTOP,Asus,AMD Ryzen 5 7530U (2.0 GHz upto 4.5 GHz) ,"8GB (Onboard) DDR4 Up to 16GB
","512GB PCIe Gen3 x2 M.2 SSD
",,91500,Not available,96258,https://www.techlandbd.com/asus-vivobook-m1505ya-r5-7530u-amd-ryzen-r5-laptop
Lenovo IdeaPad 3 15IGL 15.6 inch FHD Display Intel Celeron N4020 4GB RAM 1TB HDD Laptop (3 years Warranty),Lenovo,Intel CDC 4020 (4MB cache and 1.1 GHz up to 2.8 GHz),4GB DDR4 2666MHZ,1TB HDD (EXTRA M.2 NVME PCIE SSD SLOT AVAILABLE),,36000,Not available,37872,https://www.techlandbd.com/ideapad-slim-3i-15igl-celeron-n4020-4gb-ram-laptop
Asus VivoBook Pro 15 K3500PA 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,Asus,"Intel Core i7-11370HProcessor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)
",8GB DDR4 3200MHz onboard,"512GBM.2 NVMe PCIe 3.0 SSD
",,115000,112000,117824,https://www.techlandbd.com/asus-vivobook-pro-15-k3500pa-laptop
Asus Vivobook GO E410MA 14 inch full hd display Celeron N4020 4GB RAM 512GB SSD Laptop (Star Black),Asus,Intel Celeron Processor N4020 ,"4GB DDR4 RAM
",,,47000,Not available,49444,https://www.techlandbd.com/asus-vivobook-go-n4020-14-e410ma-celeron-laptop
ASUS VivoBook S15 S533EQ 15.6-inch Core i7 11th Gen 16GB RAM 512GB SSD Laptop With MX350 DDR5 2GB Graphics -Indie Black,Asus,"Intel Core i7-1165G7 Processor (12M Cache, Cores- 4, Threads- 8, 2.80 GHz Turbo Speed Up to 4.7 GHz)
",16GB 3200MHz DDR4 RAM (ON BOARD),512GB PCIe SSD( NVMe SSD Or Optane Memory Slot available),,115000,Not available,120980,https://www.techlandbd.com/asus-vivobook-s533ea-core-i7-indie-black
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 5 5600H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,Asus,"AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)
","16GB DDR4 onboard
","512GBM.2 NVMe PCIe 3.0 SSD
",,135000,132000,138864,https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-ryzen-5-laptop
LENOVO IDEAPAD GAMING 3I 15.6 INCH FHD DISPLAY INTEL I5 11TH GEN RAM 8GB 512GB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS (3 years Warranty),Lenovo,"Intel® Core™ i5-11300H (4C / 8T, 3.1 / 4.4GHz, 8MB)
","1x 8GB SO-DIMM DDR4-3200 ( Two DDR4 SO-DIMM slots, dual-channel capable ) Up to 16GB","512GB SSD M.2 2280 PCIe® 3.0x4 NVMe® ( Up to two drives, 2x M.2 SSD or 1x 2.5"" HDD + 1x M.2 SSD )",,111000,110000,115720,https://www.techlandbd.com/lenovo-ideapad-gaming-3i-156-inch-fhd-display-intel-i5-11th-gen-ram-8gb-512gb-ssd-laptop
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZA-M3031W 14.5 INCH 2.8K OLED DISPLAY INTEL CORE I7-12TH GEN 16GB RAM 1TB SSD TOUCH LAPTOP WITH IRIS XE GRAPHICS,Asus,Intel i7-12700H 12th Gen 2.3 GHz up to 4.7 GHz,16GB LPDDR5,"1TB M.2 NVMe PCIe 4.0 Performance SSD
",,224990,Not available,236689,https://www.techlandbd.com/asus-zenbook-pro-14-duo-oled-ux8402za-m3031w-laptop
Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,Asus,"Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)
",4GB DDR4 RAM Removable,1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ) ,,42000,40500,42606,https://www.techlandbd.com/asus-vivobook-x515ka-laptop
Asus Vivobook E410MA 14 inch HD Display Celeron N4020 4GB RAM 256GB SSD Laptop (PEACOCK BLUE),Asus,Intel Celeron Processor N4020,4GB DDR4 RAM,"256GB PCIEG3 SSD
",,45000,Not available,47340,https://www.techlandbd.com/asus-vivobook-e410ma-15inch-celeron-n4020-laptop
ASUS ZENBOOK 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 7 5825U 16GB RAM 512GB SSD LAPTOP,Asus,"AMD Ryzen 7 5825U Processors with Radeon Graphics (
Up to 4.5GHz , Base Clock
2.0GHz)","LPDDR4X 16GB
","512GB M.2 NVMe PCIe 3.0 SSD
",,139500,Not available,146754,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-ryzen-7-laptop
Asus ZenBook Duo UX482EA 14 inch Full HD Touch Screen Dual Display Core i7 11th Gen 16GB RAM 512GB SSD Laptop,Asus,"Intel Core I7-1165G7 Processor 2.8 GHz (12M Cache, Up To 4.7 GHz, 4 Cores)","16GB 3200MHz LPDDR4X On Board
","512GB M.2 NVMe PCIe 3.0 SSD
",,174000,Not available,183048,https://www.techlandbd.com/asus-zenbook-duo-ux482ea-i7-512ssd-laptop
ASUS VIVOBOOK E210MA 11.6 INCH HD CELERON N4020 4GB RAM 256GB SSD LAPTOP,Asus,Processor Brand: Intel ,4GB(onboard) DDR4,,,37000,Not available,38924,https://www.techlandbd.com/asus-vivobook-e210ma-celeron-n4020-laptop
ASUS ZENBOOK FLIP 14 OLED UM3402YA 14.0-INCH DISPLAY RYZEN 5 5625U 16GB RAM 512GB SSD LAPTOP,Asus,"AMD Ryzen 5 5625U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost)
","LPDDR4X 16GB
","512GB M.2 NVMe PCIe 3.0 SSD
",,129500,Not available,136234,https://www.techlandbd.com/asus-zenbook-14-oled-um3402ya-laptop
ASUS ZENBOOK 14 UM425UA-R5 RYZEN R5 5500U 14.0 INCH FULL HD 8GB RAM 512GB SSD LAPTOP WITH AMD RADEON GRAPHICS,Asus,"AMD RYZEN R5 5500U 2.10GHZ, UP TO 4.00GHZ, 8MB L3 CACHE",8GB LPDDR4X RAM,512GB M.2 NVMe PCIe G3 SSD,,100000,93500,98362,https://www.techlandbd.com/asus-zenbook-14-um425ua-r5-laptop
DELL INSPIRON 15 3520 15.6 INCH FULL HD DISPLAY INTEL I3 12TH GEN 8GB RAM 512GB SSD LAPTOP,Dell,"Intel Core i3-1215U Processor 10M Cache, up to 4.40 GHz, with IPU",8GB DDR4 RAM (Extra RAM Slot Available),"512GB M.2 PCIe NVMe SSD
",,67000,65500,68906,https://www.techlandbd.com/dell-inspiron-15-3520-core-i3-12th-gen-laptop
ASUS ZENBOOK S 13 OLED UP5302ZA-LX155W 13.3-INCH OLED DISPLAY INTEL I7 12TH GEN 16GB RAM 512GB SSD LAPTOP WITH IRIS XE GRAPHICS,Asus,Intel Core i7-1260P 12th Gen 2.1 GHz up to 4.7 GHz ,"16GB (on board) LPDDR5
","512GB M.2 NVMe PCIe 4.0 Performance SSD
",,179990,Not available,189349,https://www.techlandbd.com/asus-zenbook-s-13-oled-up5302za-lx155w-laptop
AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Pearl White),AVITA,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",16GB DDR4,1TB SSD,,90990,Not available,95721,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-pearl-white
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop with MX350 2GB Graphics,Dell,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",4GB DDR4 3200MHz RAM (Extra RAM Slot Available),1TB HDD (Extra M.2 NVMe SSD Slot Available ),,73000,Not available,76796,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-4gb-laptop
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,Dell,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)
",8GB DDR4 3200MHz RAM (Extra RAM Slot Available),1TB HDD(Extra M.2 NVMe SSD Slot Available ),,0,Not available,0,https://www.techlandbd.com/dell-inspiron-15-3511-core-i5-laptop
Dell Latitude 15 3520 15.6 inch HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,Dell,"Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)","4GB DDR4 RAM
",1TB HDD,,52000,Not available,54704,https://www.techlandbd.com/dell-latitude-3520-i3-4gb-laptop
AVITA LIBER V 14-inch Full HD Display Core i7 10th Gen 16GB RAM 1TB SSD Laptop (Champagne Gold),AVITA,"Intel Core i7-10510U Processor(8M Cache, 1.80 GHz up to 4.90 GHz)",16GB DDR4,1TB SSD,,89000,Not available,93628,https://www.techlandbd.com/avita-liber-v-i7-10th-gen-laptop-champagne-gold
DELL INSPIRON 16 5620 CORE I7 12TH GEN 16-INCH FULL HD PLUS DISPLAY 16GB RAM 512GB SSD GEFORCE MX570 2GB GRAPHICS LAPTOP,Dell,Core i7-1255U 3.50 GHz up to 4.70 GHz ,16 GB (2 x 8 GB) DDR4 3200 MHz,,,134000,Not available,140968,https://www.techlandbd.com/dell-inspiron-16-5620-i7-laptop
ASUS ROG STRIX G17 G713RM 17.3 INCH FHD DISPLAY RYZEN 7 6800H 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,Asus,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",8GB DDR5-4800 SO-DIMM *2 (16 GB) ,"512GB PCIe® 4.0 NVMe™ M.2 SSD
",,222000,Not available,233544,https://www.techlandbd.com/asus-rog-strix-g17-g713rm-173-inch-laptop
Asus ProArt Studio book H5600QR 16 inch 4K OLED Display Ryzen 9 5900HX 32GB RAM 1TB SSD Gaming Laptop with 3070 8GB Graphics,Asus,"AMD Ryzen 9 5900HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.6 GHz max boost)
","32GB DDR4 SO-DIMM (16*2, Upgradeable, Need to remove bottom/top case)","1TB M.2 NVMe PCIe 3.0 Performance SSD
",,338000,328000,345056,https://www.techlandbd.com/asus-proart-studio-book-h5600qr-laptop
ASUS ROG ZEPHYRUS G14 GA402RJ 14 INCH WQXGA 120HZ DISPLAY RYZEN 9 6900HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RX 6700S 8GB GRAPHICS (WHITE),Asus,"AMD Ryzen 9 6900HS Mobile Processor(8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)
",16GB DDR5-4800 (8GB on board ),"1TB M.2 NVMe PCIe 4.0 SSD
",,235000,Not available,247220,https://www.techlandbd.com/asus-rog-zephyrus-g14-ga402rj-gaming-laptop-white
ASUS TUF GAMING A15 FA506IHRB 15.6 INCH FULL HD 144HZ DISPLAY RYZEN 5 4600H 8GB RAM 512GB SSD LAPTOP WITH GTX 1650 4GB GRAPHICS ,Asus,"Ryzen 5 4600H Processor (3.0GHz up to 4.0GHz, 6 core, 12 Thread, 11M Cache)","8GB DDR4 SO-DIMM 3200MHz RAM
","512GB M.2 NVMe PCIe 3.0 SSD
",,89989,Not available,94668,https://www.techlandbd.com/asus-tuf-a15-fa506ihrb-156-laptop-graphite-black
ASUS TUF DASH F15 FX517ZC 15.6 INCH FHD 144HZ DISPLAY CORE I5 12TH GEN 8GB DDR5 RAM 512GB SSD GAMING LAPTOP WITH RTX 3050 4GB GRAPHICS (OFF BLACK),Asus,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)
","8GB DDR5-4800, SO-DIMM x 2 slots, ",512GB M.2 NVMe PCIe 3.0 SSD,,144000,Not available,151488,https://www.techlandbd.com/asus-tuf-dash-f15-fx517zc-core-i5-gaming-laptop
MSI Modern 15 B12M 15.6 inch Full HD Display Core i5 12th Gen 16GB RAM 512GB SSD Laptop,MSI,"Intel Core i5-1235U Processor (12M Cache, up to 4.40 GHz) Core: 10 Thread: 12 (Performance-cores- 2 Efficient-cores- 8)",16GB DDR4 3200MHz RAM,,,90000,84900,89315,https://www.techlandbd.com/msi-modern-15-b12m-core-i5-16gb-ram-laptop
ASUS ROG ZEPHYRUS G14 GA402RJ 14 INCH WQXGA 120HZ DISPLAY RYZEN 9 6900HS 16GB DDR5 RAM 1TB SSD GAMING LAPTOP WITH RX 6700S 8GB GRAPHICS,Asus,"AMD Ryzen 9 6900HS Mobile Processor(8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)
",16GB DDR5-4800 (8GB on board ),"1TB M.2 NVMe PCIe 4.0 SSD
",,235000,Not available,247220,https://www.techlandbd.com/asus-rog-zephyrus-g14-ga402rj-gaming-laptop
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,Asus,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","16GB DDR4 onboard
","512GB M.2 NVMe PCIe 3.0 SSD
",,145000,139500,146754,https://www.techlandbd.com/asus-vivobook-pro-15-m3500qc-gaming-laptop
MSI Modern 15 B12M 15.6 inch Full HD Display Core i5 12th Gen 8GB RAM 512GB SSD Laptop,MSI,"Intel Core i5-1235U Processor (12M Cache, up to 4.40 GHz) Core: 10 Thread: 12 (Performance-cores- 2 Efficient-cores- 8)",8GB DDR4 3200MHz RAM On Board Memory ,,,84900,81000,85212,https://www.techlandbd.com/msi-modern-15-b12m-core-i5-laptop
ASUS X415KA INTEL CDC N4500 14.0 INCH INTEL CELERON FULL HD DISPLAY 4GB RAM 1TB HDD LAPTOP,Asus,Intel Celeron cdc n4500 ,"4GB (
1 x 4GB Non Removable)","1TB HDD
",,44000,40500,42606,https://www.techlandbd.com/asus-x415ka-laptop
Walton Tamarind EX10 Pro 14-inch Full HD Display core i5 10 gen 8GB RAM 512GB SSD Laptop,Walton,Intel Core i5-1035G1 1.0GHz up to 3.60 GHz( 6MB Intel Smart Cache),"8GB 2666MHz DDR4 RAM
Expandable memory up to 32GB",512GB SATAIII M.2 2280 SSD SATA interface,,54550,Not available,57387,https://www.techlandbd.com/walton-tamarind-ex310-pro-i5-laptop
Walton Tamarind EX10 Pro 14-inch Full HD Display core i7 10 gen 8GB RAM 512GB SSD Laptop,Walton,Intel Core i7-1065G7 1.30GHz up to 3.90 GHz( 8MB Intel Smart Cache),"8GB 2666MHz DDR4 RAM
Expandable memory up to 32GB",512GB SATAIII M.2 2280 SSD SATA interface,,74550,64550,67907,https://www.techlandbd.com/walton-tamarind-ex310-pro-i7-laptop
